PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2582,0,2,"Foster, Mr. Riley 582",male,42.4,1,0,SYN-00582,6.9986,,S
2583,0,2,"Green, Mrs. Avery 583",female,48.26,0,1,SYN-00583,31.5542,,S
2584,1,3,"Hall, Mr. Jamie 584",male,41.13,0,0,SYN-00584,4.4883,,S
2585,0,3,"Anderson, Mr. Alex 585",male,,2,0,SYN-00585,,,C
2586,0,3,"Bennett, Mr. Morgan 586",male,,1,0,SYN-00586,12.0048,,S
2587,1,3,"Carter, Mrs. Taylor 587",female,0.17,0,0,SYN-00587,7.1047,,C
2588,1,3,"Davis, Mrs. Jordan 588",female,23.75,0,0,SYN-00588,6.5896,,S
2589,1,3,"Evans, Mrs. Casey 589",female,37.82,0,0,SYN-00589,7.6594,E109,S
2590,1,2,"Foster, Mrs. Riley 590",female,32.12,0,0,SYN-00590,29.8751,C23,S
2591,0,3,"Green, Mr. Avery 591",male,33.86,1,1,SYN-00591,5.9864,,S
2592,0,3,"Hall, Mr. Jamie 592",male,48.49,1,0,SYN-00592,9.7065,,S
2593,1,1,"Anderson, Mrs. Alex 593",female,35.35,0,1,SYN-00593,56.8397,,C
2594,1,3,"Bennett, Mr. Morgan 594",male,41.18,0,0,SYN-00594,15.6979,,S
2595,1,2,"Carter, Mrs. Taylor 595",female,16.85,0,0,SYN-00595,31.8835,,S
2596,1,3,"Davis, Mrs. Jordan 596",female,14.66,0,0,SYN-00596,3.6444,,C
2597,1,1,"Evans, Mr. Casey 597",male,,0,0,SYN-00597,124.3755,,Q
2598,0,3,"Foster, Mr. Riley 598",male,31.41,2,0,SYN-00598,7.1468,F15,C
2599,1,2,"Green, Mr. Avery 599",male,21.27,0,1,SYN-00599,22.7757,F18,C
2600,1,3,"Hall, Mr. Jamie 600",male,21.3,0,0,SYN-00600,5.9666,,S
2601,1,3,"Anderson, Mr. Alex 601",male,20.91,1,0,SYN-00601,12.2645,,C
2602,0,2,"Bennett, Mr. Morgan 602",male,20.07,0,0,SYN-00602,81.3674,,S
2603,0,3,"Carter, Mr. Taylor 603",male,12.04,1,0,SYN-00603,10.7244,,Q
2604,0,3,"Davis, Mr. Jordan 604",male,8.99,0,0,SYN-00604,7.7653,D63,C
2605,0,3,"Evans, Mr. Casey 605",male,27.27,1,0,SYN-00605,8.8013,,S
2606,1,1,"Foster, Mr. Riley 606",male,21.7,0,0,SYN-00606,31.2035,,S
2607,1,3,"Green, Mr. Avery 607",male,45.5,0,1,SYN-00607,22.1872,,C
2608,1,1,"Hall, Mrs. Jamie 608",female,34.1,0,0,SYN-00608,83.1446,,S
2609,0,2,"Anderson, Mr. Alex 609",male,,1,0,SYN-00609,11.2328,,S
2610,1,3,"Bennett, Mr. Morgan 610",male,,1,0,SYN-00610,5.7179,C85,Q
2611,1,3,"Carter, Mr. Taylor 611",male,28.31,2,0,SYN-00611,10.0844,,S
2612,0,3,"Davis, Mr. Jordan 612",male,5.04,2,0,SYN-00612,16.6962,,S
2613,1,2,"Evans, Mr. Casey 613",male,40.03,0,0,SYN-00613,10.6195,,S
2614,0,3,"Foster, Mr. Riley 614",male,,1,2,SYN-00614,18.4481,,S
2615,0,3,"Green, Mrs. Avery 615",female,,2,0,SYN-00615,9.5085,,S
2616,1,3,"Hall, Mr. Jamie 616",male,30.11,2,0,SYN-00616,,,C
2617,0,3,"Anderson, Mr. Alex 617",male,41.1,0,0,SYN-00617,7.7319,,S
2618,1,1,"Bennett, Mrs. Morgan 618",female,23.14,0,1,SYN-00618,183.1307,,C
2619,1,1,"Carter, Mrs. Taylor 619",female,4.62,0,1,SYN-00619,32.6217,,C
2620,0,3,"Davis, Mrs. Jordan 620",female,33.76,0,0,SYN-00620,6.6862,,S
2621,0,3,"Evans, Mr. Casey 621",male,40.15,1,0,SYN-00621,16.8864,,C
2622,0,2,"Foster, Mr. Riley 622",male,38.05,1,0,SYN-00622,22.5286,,C
2623,1,2,"Green, Mr. Avery 623",male,35.91,1,0,SYN-00623,12.9429,,S
2624,1,1,"Hall, Mr. Jamie 624",male,25.12,0,0,SYN-00624,119.001,,S
2625,0,3,"Anderson, Mr. Alex 625",male,18.71,1,1,SYN-00625,17.4501,,S
2626,1,1,"Bennett, Mr. Morgan 626",male,,0,0,SYN-00626,83.9952,,S
2627,1,3,"Carter, Mr. Taylor 627",male,35.97,1,0,SYN-00627,7.1404,E54,S
2628,1,3,"Davis, Mrs. Jordan 628",female,22.15,0,0,SYN-00628,7.7719,C47,S
2629,0,1,"Evans, Mr. Casey 629",male,45.53,0,0,SYN-00629,81.8646,,Q
2630,0,3,"Foster, Mr. Riley 630",male,17.64,0,1,SYN-00630,4.8599,,C
2631,0,3,"Green, Mr. Avery 631",male,21.83,1,0,SYN-00631,20.7567,,C
2632,0,3,"Hall, Mr. Jamie 632",male,,2,0,SYN-00632,25.4751,G116,Q
2633,1,2,"Anderson, Mrs. Alex 633",female,42.16,0,0,SYN-00633,17.5659,,S
2634,0,2,"Bennett, Mr. Morgan 634",male,24.99,0,0,SYN-00634,24.3271,,S
2635,0,1,"Carter, Mrs. Taylor 635",female,34.02,1,1,SYN-00635,134.382,F18,S
2636,1,3,"Davis, Mrs. Jordan 636",female,32.17,0,2,SYN-00636,29.3163,,S
2637,0,3,"Evans, Mr. Casey 637",male,0.17,0,0,SYN-00637,23.5453,,S
2638,1,1,"Foster, Mr. Riley 638",male,17.31,0,2,SYN-00638,26.9491,,C
2639,0,2,"Green, Mr. Avery 639",male,29.29,0,0,SYN-00639,16.8134,,S
2640,1,3,"Hall, Mr. Jamie 640",male,25.01,0,0,SYN-00640,13.1703,,S
2641,1,1,"Anderson, Mr. Alex 641",male,33.46,0,2,SYN-00641,53.3394,F136,S
2642,0,2,"Bennett, Mr. Morgan 642",male,45.81,1,0,SYN-00642,53.3169,F113,S
2643,0,3,"Carter, Mrs. Taylor 643",female,25.5,0,0,SYN-00643,24.5017,B28,S
2644,1,2,"Davis, Mrs. Jordan 644",female,,2,1,SYN-00644,12.7684,,S
2645,1,2,"Evans, Mr. Casey 645",male,34.55,1,1,SYN-00645,18.2911,,C
2646,0,3,"Foster, Mr. Riley 646",male,,1,1,SYN-00646,6.6216,,Q
2647,0,1,"Green, Mrs. Avery 647",female,27.82,1,0,SYN-00647,62.8766,,S
2648,0,3,"Hall, Mr. Jamie 648",male,25.92,2,0,SYN-00648,8.8339,,S
2649,0,3,"Anderson, Mr. Alex 649",male,8.77,0,1,SYN-00649,16.9019,,S
2650,0,3,"Bennett, Mrs. Morgan 650",female,0.17,0,1,SYN-00650,6.1345,,S
2651,1,1,"Carter, Mr. Taylor 651",male,24.56,0,0,SYN-00651,16.598,,S
2652,0,3,"Davis, Mr. Jordan 652",male,,1,0,SYN-00652,4.1375,,S
2653,1,1,"Evans, Mr. Casey 653",male,,0,2,SYN-00653,39.7627,,S
2654,1,3,"Foster, Mrs. Riley 654",female,42.6,0,1,SYN-00654,6.9724,,S
2655,0,2,"Green, Mr. Avery 655",male,41.39,1,1,SYN-00655,22.1686,,S
2656,0,3,"Hall, Mrs. Jamie 656",female,29.33,1,0,SYN-00656,5.5218,,C
2657,0,1,"Anderson, Mr. Alex 657",male,26.21,0,0,SYN-00657,35.9594,,S
2658,0,1,"Bennett, Mrs. Morgan 658",female,,0,0,SYN-00658,41.9844,,S
2659,0,3,"Carter, Mr. Taylor 659",male,,0,1,SYN-00659,5.4139,,S
2660,0,1,"Davis, Mr. Jordan 660",male,,1,2,SYN-00660,51.6001,,C
2661,1,1,"Evans, Mrs. Casey 661",female,9.1,1,0,SYN-00661,50.3998,,S
2662,1,3,"Foster, Mr. Riley 662",male,1.78,0,0,SYN-00662,14.608,,S
2663,1,3,"Green, Mrs. Avery 663",female,,0,0,SYN-00663,5.8028,,S
2664,1,1,"Hall, Mrs. Jamie 664",female,12.78,1,1,SYN-00664,57.5018,,S
2665,1,3,"Anderson, Mrs. Alex 665",female,15.29,0,0,SYN-00665,7.4099,,C
2666,0,3,"Bennett, Mr. Morgan 666",male,5.52,0,0,SYN-00666,15.6031,,S
2667,0,3,"Carter, Mr. Taylor 667",male,42.13,1,0,SYN-00667,9.1865,B151,S
2668,0,3,"Davis, Mr. Jordan 668",male,33.5,1,0,SYN-00668,17.8226,,S
2669,1,3,"Evans, Mrs. Casey 669",female,,1,0,SYN-00669,5.3057,,S
2670,1,3,"Foster, Mr. Riley 670",male,9.99,1,0,SYN-00670,9.7321,,S
2671,1,3,"Green, Mrs. Avery 671",female,,0,1,SYN-00671,7.2852,,S
2672,0,3,"Hall, Mr. Jamie 672",male,21.48,0,0,SYN-00672,5.095,A104,S
2673,0,1,"Anderson, Mr. Alex 673",male,32.35,1,0,SYN-00673,67.4485,,Q
2674,1,2,"Bennett, Mr. Morgan 674",male,41.96,0,0,SYN-00674,51.8753,F86,S
2675,1,1,"Carter, Mr. Taylor 675",male,16.18,1,0,SYN-00675,43.7896,,S
2676,0,3,"Davis, Mr. Jordan 676",male,22.35,0,1,SYN-00676,9.323,,Q
2677,1,2,"Evans, Mr. Casey 677",male,32.51,2,0,SYN-00677,9.7182,D156,C
2678,0,3,"Foster, Mr. Riley 678",male,70.0,0,0,SYN-00678,4.4817,,S
2679,0,3,"Green, Mrs. Avery 679",female,34.22,0,0,SYN-00679,6.4857,,S
2680,0,3,"Hall, Mr. Jamie 680",male,52.49,1,0,SYN-00680,7.8076,,S
2681,1,1,"Anderson, Mrs. Alex 681",female,7.82,1,2,SYN-00681,56.0041,,C
2682,0,3,"Bennett, Mrs. Morgan 682",female,8.52,1,1,SYN-00682,8.831,,S
2683,0,3,"Carter, Mrs. Taylor 683",female,,0,0,SYN-00683,4.039,,Q
2684,0,1,"Davis, Mr. Jordan 684",male,8.14,0,1,SYN-00684,49.6116,,S
2685,0,3,"Evans, Mr. Casey 685",male,,0,0,SYN-00685,13.178,,S
2686,1,2,"Foster, Mrs. Riley 686",female,9.04,0,0,SYN-00686,9.4754,,S
2687,1,3,"Green, Mr. Avery 687",male,32.8,1,1,SYN-00687,8.2256,,S
2688,1,3,"Hall, Mr. Jamie 688",male,0.17,0,1,SYN-00688,11.7476,C44,S
2689,1,2,"Anderson, Mr. Alex 689",male,25.23,0,1,SYN-00689,13.007,,C
2690,0,1,"Bennett, Mr. Morgan 690",male,39.16,1,0,SYN-00690,84.4647,,S
2691,1,1,"Carter, Mrs. Taylor 691",female,,0,0,SYN-00691,30.3221,,Q
2692,1,1,"Davis, Mr. Jordan 692",male,,1,0,SYN-00692,114.1077,,S
2693,1,3,"Evans, Mrs. Casey 693",female,18.1,0,0,SYN-00693,12.2286,,S
2694,1,2,"Foster, Mrs. Riley 694",female,,1,0,SYN-00694,20.6218,C51,S
2695,1,1,"Green, Mr. Avery 695",male,29.0,2,0,SYN-00695,129.9494,,S
2696,0,3,"Hall, Mr. Jamie 696",male,,0,0,SYN-00696,8.3432,,S
2697,1,3,"Anderson, Mr. Alex 697",male,,0,1,SYN-00697,7.119,,C
2698,0,3,"Bennett, Mr. Morgan 698",male,47.18,0,0,SYN-00698,21.274,,S
2699,0,3,"Carter, Mr. Taylor 699",male,18.1,0,0,SYN-00699,27.5226,A87,S
2700,1,2,"Davis, Mrs. Jordan 700",female,,0,0,SYN-00700,13.6582,,S
2701,1,3,"Evans, Mrs. Casey 701",female,30.95,0,0,SYN-00701,9.3936,,S
2702,1,1,"Foster, Mrs. Riley 702",female,8.21,1,1,SYN-00702,,,S
2703,0,3,"Green, Mrs. Avery 703",female,11.53,2,0,SYN-00703,9.5793,,S
2704,0,3,"Hall, Mr. Jamie 704",male,6.63,1,0,SYN-00704,13.8683,,S
2705,1,3,"Anderson, Mrs. Alex 705",female,57.74,0,0,SYN-00705,15.3606,D106,Q
2706,0,3,"Bennett, Mr. Morgan 706",male,38.11,0,0,SYN-00706,7.3398,,S
2707,0,3,"Carter, Mr. Taylor 707",male,,2,1,SYN-00707,,,S
2708,0,2,"Davis, Mr. Jordan 708",male,0.17,1,0,SYN-00708,19.932,,S
2709,0,3,"Evans, Mr. Casey 709",male,40.26,0,1,SYN-00709,5.1208,,S
2710,1,3,"Foster, Mr. Riley 710",male,28.65,1,1,SYN-00710,5.8024,,C
2711,0,3,"Green, Mr. Avery 711",male,45.98,0,0,SYN-00711,6.9849,,C
2712,0,3,"Hall, Mr. Jamie 712",male,17.67,1,0,SYN-00712,16.6643,,C
2713,1,1,"Anderson, Mr. Alex 713",male,34.9,0,1,SYN-00713,118.7763,,C
2714,0,3,"Bennett, Mr. Morgan 714",male,41.85,1,0,SYN-00714,15.1052,,S
2715,1,1,"Carter, Mr. Taylor 715",male,23.74,1,0,SYN-00715,89.171,A2,S
2716,1,2,"Davis, Mrs. Jordan 716",female,24.03,1,1,SYN-00716,25.098,,S
2717,0,2,"Evans, Mr. Casey 717",male,30.35,0,0,SYN-00717,23.2985,,Q
2718,0,3,"Foster, Mrs. Riley 718",female,37.6,0,0,SYN-00718,12.5129,A31,C
2719,1,1,"Green, Mr. Avery 719",male,,0,0,SYN-00719,90.9168,,S
2720,0,1,"Hall, Mr. Jamie 720",male,43.64,0,0,SYN-00720,32.3322,,S
2721,1,1,"Anderson, Mr. Alex 721",male,23.53,2,0,SYN-00721,45.325,,S
2722,1,3,"Bennett, Mr. Morgan 722",male,11.4,1,0,SYN-00722,5.6784,,Q
2723,0,3,"Carter, Mrs. Taylor 723",female,,1,0,SYN-00723,18.3846,B44,S
2724,0,1,"Davis, Mr. Jordan 724",male,21.54,0,0,SYN-00724,173.86,C108,S
2725,1,1,"Evans, Mrs. Casey 725",female,22.04,1,0,SYN-00725,21.2322,F151,S
2726,1,3,"Foster, Mrs. Riley 726",female,29.08,0,0,SYN-00726,23.6469,,S
2727,1,2,"Green, Mrs. Avery 727",female,30.94,1,1,SYN-00727,20.9771,,S
2728,0,3,"Hall, Mrs. Jamie 728",female,24.59,1,0,SYN-00728,17.4542,,S
2729,0,2,"Anderson, Mr. Alex 729",male,29.76,4,0,SYN-00729,26.4244,,C
2730,1,3,"Bennett, Mr. Morgan 730",male,29.44,0,0,SYN-00730,22.0829,,S
2731,1,2,"Carter, Mrs. Taylor 731",female,32.45,2,0,SYN-00731,22.4455,,C
2732,1,3,"Davis, Mrs. Jordan 732",female,0.17,0,1,SYN-00732,4.7241,G61,S
2733,1,1,"Evans, Mrs. Casey 733",female,56.33,0,0,SYN-00733,66.0475,,S
2734,1,3,"Foster, Mr. Riley 734",male,27.94,0,1,SYN-00734,13.2792,,S
2735,1,3,"Green, Mrs. Avery 735",female,10.67,1,0,SYN-00735,8.88,,S
2736,0,3,"Hall, Mr. Jamie 736",male,10.71,0,0,SYN-00736,14.3584,,S
2737,1,3,"Anderson, Mrs. Alex 737",female,,0,1,SYN-00737,9.6451,,S
2738,1,1,"Bennett, Mrs. Morgan 738",female,20.59,0,0,SYN-00738,50.4491,,S
2739,1,3,"Carter, Mr. Taylor 739",male,50.58,1,2,SYN-00739,5.503,,S
2740,0,3,"Davis, Mr. Jordan 740",male,21.8,0,0,SYN-00740,8.0614,,C
2741,1,1,"Evans, Mrs. Casey 741",female,40.61,0,1,SYN-00741,78.3362,,S
2742,0,3,"Foster, Mrs. Riley 742",female,20.89,2,1,SYN-00742,3.4039,C77,S
2743,0,3,"Green, Mr. Avery 743",male,23.66,0,0,SYN-00743,6.5113,,S
2744,0,3,"Hall, Mrs. Jamie 744",female,,0,0,SYN-00744,3.3348,F113,S
2745,0,3,"Anderson, Mr. Alex 745",male,,0,0,SYN-00745,7.122,G55,C
2746,1,3,"Bennett, Mr. Morgan 746",male,3.54,1,1,SYN-00746,19.3194,,S
2747,1,3,"Carter, Mrs. Taylor 747",female,11.58,0,1,SYN-00747,5.2081,B81,Q
2748,1,2,"Davis, Mr. Jordan 748",male,2.74,0,0,SYN-00748,29.4434,G141,C
2749,0,2,"Evans, Mr. Casey 749",male,,0,0,SYN-00749,95.831,,S
2750,1,1,"Foster, Mr. Riley 750",male,,0,1,SYN-00750,155.7016,,S
2751,1,3,"Green, Mrs. Avery 751",female,7.4,0,0,SYN-00751,10.762,,S
2752,0,2,"Hall, Mrs. Jamie 752",female,19.72,0,0,SYN-00752,,,C
2753,0,2,"Anderson, Mrs. Alex 753",female,1.79,0,2,SYN-00753,9.416,,S
2754,1,2,"Bennett, Mr. Morgan 754",male,,0,0,SYN-00754,8.4178,,S
2755,1,1,"Carter, Mr. Taylor 755",male,46.81,1,0,SYN-00755,71.1136,,S
2756,1,3,"Davis, Mrs. Jordan 756",female,35.65,0,0,SYN-00756,12.4512,,C
2757,0,1,"Evans, Mrs. Casey 757",female,32.62,0,1,SYN-00757,127.7937,,S
2758,0,1,"Foster, Mr. Riley 758",male,,2,0,SYN-00758,51.1968,,S
2759,1,3,"Green, Mrs. Avery 759",female,8.49,1,1,SYN-00759,11.1223,,S
2760,1,2,"Hall, Mr. Jamie 760",male,14.05,0,0,SYN-00760,21.8291,G124,C
2761,0,2,"Anderson, Mr. Alex 761",male,,2,0,SYN-00761,18.6057,,Q
2762,1,2,"Bennett, Mrs. Morgan 762",female,,0,0,SYN-00762,19.2185,,S
2763,1,3,"Carter, Mrs. Taylor 763",female,42.63,0,0,SYN-00763,6.2495,,S
2764,1,2,"Davis, Mrs. Jordan 764",female,38.83,0,0,SYN-00764,23.3261,,S
2765,0,3,"Evans, Mr. Casey 765",male,19.67,1,0,SYN-00765,11.1324,E152,S
2766,1,3,"Foster, Mrs. Riley 766",female,30.34,2,0,SYN-00766,7.8505,,S
2767,0,3,"Green, Mrs. Avery 767",female,,0,1,SYN-00767,14.4221,,S
2768,1,2,"Hall, Mrs. Jamie 768",female,27.18,0,0,SYN-00768,35.1998,,C
2769,1,3,"Anderson, Mrs. Alex 769",female,58.52,1,0,SYN-00769,14.5144,,S
2770,1,3,"Bennett, Mr. Morgan 770",male,5.33,0,0,SYN-00770,5.6364,,S
2771,1,2,"Carter, Mrs. Taylor 771",female,26.71,1,0,SYN-00771,21.1267,,S
2772,1,3,"Davis, Mr. Jordan 772",male,46.96,0,0,SYN-00772,6.0575,,S
2773,1,2,"Evans, Mr. Casey 773",male,9.84,0,1,SYN-00773,21.0908,,S
2774,1,1,"Foster, Mr. Riley 774",male,,1,1,SYN-00774,42.4935,,S
2775,0,2,"Green, Mrs. Avery 775",female,22.59,0,0,SYN-00775,40.3734,A78,S
2776,1,1,"Hall, Mr. Jamie 776",male,26.87,0,0,SYN-00776,107.6976,G40,S
2777,0,2,"Anderson, Mr. Alex 777",male,17.0,0,0,SYN-00777,37.7082,,C
2778,1,3,"Bennett, Mrs. Morgan 778",female,,0,1,SYN-00778,17.8327,,C
2779,1,3,"Carter, Mr. Taylor 779",male,,1,1,SYN-00779,8.6172,,S
2780,0,1,"Davis, Mr. Jordan 780",male,37.12,0,0,SYN-00780,55.3906,B64,S
2781,1,3,"Evans, Mrs. Casey 781",female,17.81,0,0,SYN-00781,26.0634,,S
2782,0,3,"Foster, Mr. Riley 782",male,,0,0,SYN-00782,9.1319,,C
2783,1,1,"Green, Mr. Avery 783",male,17.41,1,0,SYN-00783,33.2308,,C
2784,0,2,"Hall, Mr. Jamie 784",male,25.34,1,0,SYN-00784,34.8077,,S
2785,0,1,"Anderson, Mr. Alex 785",male,60.15,2,0,SYN-00785,75.7601,,S
2786,0,1,"Bennett, Mr. Morgan 786",male,,2,1,SYN-00786,160.2547,,S
2787,0,2,"Carter, Mr. Taylor 787",male,13.37,0,0,SYN-00787,22.8595,,S
2788,1,2,"Davis, Mrs. Jordan 788",female,32.52,0,0,SYN-00788,19.7812,,S
2789,0,3,"Evans, Mr. Casey 789",male,,0,1,SYN-00789,23.149,G143,S
2790,0,1,"Foster, Mr. Riley 790",male,13.21,1,0,SYN-00790,30.0343,,
2791,1,1,"Green, Mrs. Avery 791",female,15.42,0,0,SYN-00791,50.7314,A46,S
2792,1,1,"Hall, Mr. Jamie 792",male,23.78,0,0,SYN-00792,42.9676,,S
2793,0,3,"Anderson, Mrs. Alex 793",female,43.12,1,0,SYN-00793,2.9901,,S
2794,1,2,"Bennett, Mrs. Morgan 794",female,38.1,1,3,SYN-00794,32.3295,,
2795,1,3,"Carter, Mrs. Taylor 795",female,12.52,0,1,SYN-00795,7.3596,,S
2796,1,1,"Davis, Mrs. Jordan 796",female,14.62,0,0,SYN-00796,115.1744,,S
2797,1,1,"Evans, Mrs. Casey 797",female,22.42,0,0,SYN-00797,86.7034,,C
2798,0,3,"Foster, Mrs. Riley 798",female,33.81,1,0,SYN-00798,13.9644,,S
2799,0,1,"Green, Mr. Avery 799",male,21.2,0,0,SYN-00799,54.4905,,S
2800,1,1,"Hall, Mr. Jamie 800",male,,0,2,SYN-00800,45.9778,,S
2801,1,1,"Anderson, Mr. Alex 801",male,36.18,1,0,SYN-00801,73.5425,E19,S
2802,1,3,"Bennett, Mrs. Morgan 802",female,25.12,0,0,SYN-00802,16.5788,,Q
2803,1,3,"Carter, Mr. Taylor 803",male,33.16,1,0,SYN-00803,9.7267,,S
2804,0,3,"Davis, Mr. Jordan 804",male,,0,0,SYN-00804,6.7973,,S
2805,1,3,"Evans, Mrs. Casey 805",female,27.59,1,0,SYN-00805,5.1713,,S
2806,1,1,"Foster, Mrs. Riley 806",female,46.51,1,0,SYN-00806,78.3186,,Q
2807,0,3,"Green, Mr. Avery 807",male,37.83,0,2,SYN-00807,7.3732,,C
2808,1,1,"Hall, Mrs. Jamie 808",female,9.46,1,1,SYN-00808,67.2918,,S
2809,0,3,"Anderson, Mr. Alex 809",male,14.57,0,0,SYN-00809,8.7693,,S
2810,0,2,"Bennett, Mr. Morgan 810",male,18.33,1,0,SYN-00810,15.6629,,S
2811,1,2,"Carter, Mrs. Taylor 811",female,18.03,0,0,SYN-00811,23.5076,,S
2812,0,3,"Davis, Mrs. Jordan 812",female,28.74,0,0,SYN-00812,13.5659,E91,S
2813,1,1,"Evans, Mr. Casey 813",male,38.61,1,0,SYN-00813,206.3139,,S
2814,0,3,"Foster, Mr. Riley 814",male,47.57,0,0,SYN-00814,15.1722,C109,S
2815,1,2,"Green, Mrs. Avery 815",female,34.31,0,1,SYN-00815,48.0507,,Q
2816,0,3,"Hall, Mr. Jamie 816",male,23.76,0,0,SYN-00816,6.3748,D23,S
2817,1,3,"Anderson, Mr. Alex 817",male,0.85,0,1,SYN-00817,4.1457,,S
2818,0,1,"Bennett, Mr. Morgan 818",male,30.99,1,0,SYN-00818,69.4466,,Q
2819,1,3,"Carter, Mr. Taylor 819",male,30.36,0,1,SYN-00819,16.0306,F64,S
2820,1,3,"Davis, Mrs. Jordan 820",female,32.56,0,0,SYN-00820,14.7055,,S
2821,1,3,"Evans, Mrs. Casey 821",female,59.49,0,0,SYN-00821,19.4694,,S
2822,0,1,"Foster, Mr. Riley 822",male,47.37,0,0,SYN-00822,17.3466,G145,S
2823,1,3,"Green, Mrs. Avery 823",female,40.99,1,1,SYN-00823,19.92,,S
2824,1,3,"Hall, Mr. Jamie 824",male,16.53,1,0,SYN-00824,12.0262,F8,S
2825,0,3,"Anderson, Mr. Alex 825",male,22.82,1,2,SYN-00825,4.2775,,S
2826,0,1,"Bennett, Mrs. Morgan 826",female,28.67,0,0,SYN-00826,104.2129,,S
2827,1,2,"Carter, Mr. Taylor 827",male,19.14,0,1,SYN-00827,21.954,,C
2828,0,3,"Davis, Mrs. Jordan 828",female,37.01,1,0,SYN-00828,12.3328,,S
2829,0,1,"Evans, Mr. Casey 829",male,35.0,0,0,SYN-00829,121.2683,,S
2830,1,3,"Foster, Mrs. Riley 830",female,,1,1,SYN-00830,12.67,,S
2831,0,3,"Green, Mr. Avery 831",male,,1,0,SYN-00831,4.4483,,S
2832,1,1,"Hall, Mr. Jamie 832",male,,0,1,SYN-00832,64.7045,,S
2833,1,1,"Anderson, Mr. Alex 833",male,5.79,0,0,SYN-00833,28.7544,,S
2834,0,3,"Bennett, Mr. Morgan 834",male,29.28,0,0,SYN-00834,14.2901,,S
2835,0,1,"Carter, Mr. Taylor 835",male,33.94,3,1,SYN-00835,151.015,,S
2836,0,3,"Davis, Mr. Jordan 836",male,43.62,0,1,SYN-00836,5.052,E20,S
2837,0,3,"Evans, Mr. Casey 837",male,,0,0,SYN-00837,6.9121,,Q
2838,0,3,"Foster, Mr. Riley 838",male,41.59,0,1,SYN-00838,6.1551,D17,S
2839,1,2,"Green, Mr. Avery 839",male,,1,0,SYN-00839,15.5815,D40,Q
2840,0,3,"Hall, Mr. Jamie 840",male,11.59,0,1,SYN-00840,12.5462,,S
2841,1,3,"Anderson, Mrs. Alex 841",female,10.19,0,0,SYN-00841,7.8373,G145,S
2842,0,1,"Bennett, Mr. Morgan 842",male,,1,1,SYN-00842,100.2219,,S
2843,1,3,"Carter, Mr. Taylor 843",male,,1,0,SYN-00843,17.9671,,C
2844,1,3,"Davis, Mr. Jordan 844",male,34.52,1,0,SYN-00844,18.3302,A86,S
2845,1,3,"Evans, Mrs. Casey 845",female,50.94,0,0,SYN-00845,5.4064,,Q
2846,1,3,"Foster, Mr. Riley 846",male,44.79,0,1,SYN-00846,21.4312,C38,S
2847,0,2,"Green, Mr. Avery 847",male,39.57,2,3,SYN-00847,44.7939,,S
2848,0,1,"Hall, Mr. Jamie 848",male,17.24,0,0,SYN-00848,164.4274,,C
2849,1,2,"Anderson, Mrs. Alex 849",female,,0,1,SYN-00849,18.3372,,Q
2850,1,1,"Bennett, Mr. Morgan 850",male,37.51,1,1,SYN-00850,46.2926,,C
2851,1,3,"Carter, Mrs. Taylor 851",female,,0,0,SYN-00851,5.8197,,S
2852,1,1,"Davis, Mrs. Jordan 852",female,20.64,1,0,SYN-00852,38.1878,E105,C
2853,0,3,"Evans, Mr. Casey 853",male,33.59,0,0,SYN-00853,10.0645,,S
2854,1,1,"Foster, Mr. Riley 854",male,6.61,0,0,SYN-00854,111.588,,C
2855,1,2,"Green, Mrs. Avery 855",female,39.8,0,0,SYN-00855,41.0315,,Q
2856,0,2,"Hall, Mr. Jamie 856",male,16.65,1,0,SYN-00856,15.3126,,S
2857,0,2,"Anderson, Mr. Alex 857",male,35.19,0,1,SYN-00857,19.5789,D115,S
2858,0,3,"Bennett, Mr. Morgan 858",male,,0,0,SYN-00858,9.4431,,S
2859,0,3,"Carter, Mr. Taylor 859",male,26.3,0,1,SYN-00859,7.0511,,Q
2860,1,3,"Davis, Mr. Jordan 860",male,19.4,1,1,SYN-00860,14.988,,C
2861,1,1,"Evans, Mr. Casey 861",male,27.74,0,2,SYN-00861,85.4611,,C
2862,1,3,"Foster, Mr. Riley 862",male,56.45,0,0,SYN-00862,10.8113,,Q
2863,0,1,"Green, Mr. Avery 863",male,49.39,0,0,SYN-00863,85.2479,D102,S
2864,0,3,"Hall, Mr. Jamie 864",male,34.96,0,0,SYN-00864,14.0284,,C
2865,1,3,"Anderson, Mrs. Alex 865",female,29.65,0,0,SYN-00865,13.9513,,S
2866,1,2,"Bennett, Mr. Morgan 866",male,41.82,1,0,SYN-00866,12.6109,,S
2867,0,1,"Carter, Mr. Taylor 867",male,,0,1,SYN-00867,114.6032,,S
2868,0,1,"Davis, Mr. Jordan 868",male,18.38,0,1,SYN-00868,80.5555,,S
2869,1,2,"Evans, Mrs. Casey 869",female,28.92,1,1,SYN-00869,15.7477,,S
2870,0,3,"Foster, Mrs. Riley 870",female,,1,0,SYN-00870,11.3749,E71,C
2871,1,3,"Green, Mr. Avery 871",male,,1,0,SYN-00871,12.086,,S
2872,0,3,"Hall, Mrs. Jamie 872",female,58.91,0,1,SYN-00872,18.13,D37,C
2873,0,1,"Anderson, Mr. Alex 873",male,31.12,0,0,SYN-00873,39.3742,,S
